Sample	Heading_date(days)|Hainan|2010	Plant_height(cm)|Hainan|2010	Peduncle_length(cm)|Hainan|2010	Panicle_length_per_main_stem(mm)|Hainan|2010	Bristle_length(mm)|Hainan|2010	Diameter_of_main_stem(cm)|Hainan|2010	Panicle_diameter(mm)|Hainan|2010	Stem_node_number|Hainan|2010	Tiller_number|Hainan|2010	Branch_number_per_plant|Hainan|2010	Number_of_total_panicles_per_plant|Hainan|2010	Leaf_sheath_color|Hainan|2010	Leaf_pulvinus_color|Hainan|2010	Bristle_color|Hainan|2010	Weight_per_panicle(g)|Hainan|2010	Grain_weight(g)|Hainan|2010	Panicle_shape|Hainan|2010
WGS0261	48	114.3	25.3	12	1	6.04	19.18	9	2	0	3	2	2	2	9.29	7.5	NA
WGS0262	44	85.7	22	16.8	3	4.44	22	8	3	0	4	2	2	3	4.75	3.3	NA
WGS0263	37	73.2	26.7	13.9	4	4.14	21.01	8	2	0	3	2	2	2	7.48	5.75	NA
WGS0264	33	81	26	15	1	5.69	24.4	8	0	0	1	2	2	2	9.87	7.56	NA
WGS0265	37	83.3	26.3	12.7	1	5.81	20.92	8	1	0	2	2	2	3	11.05	7.86	NA
WGS0266	35	92	36.3	11.3	1	7.19	25.08	8	0	0	1	5	3	3	9.49	6.79	NA
WGS0267	36	90	26	15.3	1	5.84	29.61	8	0	0	1	2	2	2	13.34	8.78	NA
WGS0268	41	108.8	28.3	11.3	1	6.85	19.92	9	0	0	1	4	2	2	9.6	6.14	NA
WGS0269	42	96.7	27	14.7	1	6.9	24.38	8	0	0	1	2	2	2	15.34	12.11	NA
WGS0270	43	95.3	30.3	15	1	6.63	22.13	8	0	0	1	2	2	2	13.51	10.81	NA
WGS0271	33	77.3	32.7	8.3	1	4.73	18.14	6	0	0	1	5	3	3	6.5	4.33	NA
WGS0272	40	84.3	25.7	16.5	3	4.74	25	8	1	0	1	2	2	2	9.11	6.64	NA
WGS0273	28	70	32	10.7	2	4.63	16.61	6	0	0	1	3	3	3	4.78	3.67	NA
WGS0274	44	76.7	24.7	17.3	2	5.66	21.69	8	0	0	1	2	2	2	13.08	9.35	NA
WGS0275	42	81	28	15.7	2	7.28	29.44	8	0	0	1	2	2	3	9.44	6.96	NA
WGS0276	39	73.3	26.3	13.7	1	6.64	25	8	1	0	2	2	2	2	12.13	9.15	NA
WGS0277	42	73.3	24.7	16.7	2	6.22	21.87	8	2	0	3	2	2	2	10.57	8.58	NA
WGS0278	42	78.7	22.3	13.7	1	6.77	22.3	9	1	0	2	2	2	3	9.91	7.52	NA
WGS0279	43	92.3	25	17.3	2	6.72	26.21	9	0	0	1	2	2	2	11.38	8.52	NA
WGS0280	51	93.3	24.7	16.4	2	6.12	22.57	10	1	0	2	2	2	2	10.73	8.51	NA
WGS0281	50	90	24.7	15.7	1	7.23	21.81	11	0	0	1	2	2	2	8.41	5.8	NA
WGS0282	44	84.7	19.3	16.4	1	5.33	21.5	10	1	0	2	2	2	2	8.65	6.6	NA
WGS0283	49	92.7	23.7	14	1	5.72	22.36	9	0	0	1	2	2	2	8.24	5.85	NA
WGS0284	47	78.7	19	13	3	5.72	26.62	10	0	0	1	2	2	2	11.65	8.81	NA
WGS0285	43	75.3	29.3	14.7	2	7.76	20.79	7	0	0	1	3	2	3	8.7	6.48	NA
WGS0286	45	70.3	20	15.7	1	5.73	20.09	7	1	0	2	3	2	2	10.74	8.34	NA
WGS0287	44	76.7	26	13.3	1	7.2	26.07	8	0	0	1	2	2	2	14.19	10.79	NA
WGS0288	33	68.7	35.7	8.3	1	3.77	15.11	5	0	0	1	4	2	2	7.58	5.78	NA
WGS0289	43	69.7	24	13	2	4.74	20.35	7	0	0	1	3	2	2	11.22	8.84	NA
WGS0290	48	82.7	26.3	14.7	3	6.85	27.18	8	0	0	1	2	2	2	15.34	11.83	NA
WGS0291	43	82.7	26	17.3	2	6.16	23.71	9	1	0	2	2	2	2	13.32	10.51	NA
WGS0292	NA	63	33	8	2	4.04	16.05	6	0	0	1	4	3	3	5.67	4.59	6
WGS0293	NA	64	22	12	1	3.69	16.39	8	1	2	8	4	3	3	6.92	5.45	NA
WGS0294	NA	83	28	15	1	4.76	24.4	9	0	2	3	NA	NA	2	10.12	8.03	NA
WGS0295	NA	85	29	14	1	6.72	25.96	9	0	0	1	NA	3	2	10.91	7.77	NA
WGS0296	35	78.7	30.7	15	2	4.55	16.26	7	0	0	1	2	2	2	10.14	7.84	NA
WGS0297	46	55.3	15.7	13.5	1	5.03	18.76	9	2	0	3	2	2	2	10.85	8.53	NA
WGS0298	44	89.7	27.3	16	2	7.56	21.04	9	0	0	1	2	2	2	14.08	11.42	NA
WGS0299	32	76.3	27.7	14.3	1	4.69	13.69	6	0	0	1	4	2	2	5.56	4.04	NA
WGS0300	30	67	32	11.3	3	4.55	12.44	6	0	0	1	4	3	3	4.89	3.68	NA
WGS0301	44	79.3	20.3	12	3	6.57	23.33	9	0	0	1	2	2	2	9.85	6.82	NA
WGS0302	48	85.3	19	15.7	3	5.99	18.67	10	0	0	1	3	2	2	12.5	9.85	NA
WGS0303	49	87.7	20	17.7	3	7.09	22.33	9	1	0	2	3	2	2	13.55	10.96	NA
WGS0304	49	84.7	21.7	18.3	3	7.73	22.11	9	0	0	1	4	3	2	13.56	10.16	NA
WGS0305	48	82.7	19.7	18.3	3	6.64	26.46	9	0	0	1	2	2	2	12.88	9.5	NA
WGS0306	39	78	24	18	3	7.6	30	7	0	0	1	2	2	2	13.13	11.49	NA
WGS0307	42	79.3	23.7	16.3	2	6.05	23.18	8	0	0	1	2	2	2	12.63	9.4	NA
WGS0308	44	81	18.3	17	3	5.68	24.85	8	0	0	1	3	2	2	13.63	10.83	NA
WGS0309	44	87.7	21	17	2	6.73	25.75	9	0	0	1	2	2	2	10.12	7.78	NA
WGS0310	39	91.7	25.7	15.3	2	5.44	27.8	9	0	0	1	2	2	2	13.15	10.34	NA
WGS0311	40	78.3	27	15.3	3	5.52	24.15	7	0	0	1	3	2	2	9.94	7.32	NA
WGS0312	43	85.7	22.3	15.3	3	6.3	21.66	7	0	0	1	3	3	3	12.97	9.29	NA
WGS0313	43	81.3	25.7	18.3	2	7.69	21.69	7	0	0	1	2	2	2	14.1	9.93	NA
WGS0314	42	81	24.3	16	2	6.88	21.91	7	0	0	1	2	2	2	12.39	8.97	NA
WGS0315	50	99	32.7	17.2	3	6.44	23.8	10	0	0	1	2	2	2	12.65	9.73	NA
WGS0316	44	83.7	26	17.3	3	6.1	23.49	8	0	0	1	2	2	2	10.17	7.93	NA
WGS0317	54	103.7	27.3	18.3	3	7.28	22.76	10	1	0	2	2	2	2	10.14	7.05	NA
WGS0318	43	79.3	21.7	14.8	3	5.22	28.3	8	0	0	1	2	2	3	15.24	11.15	NA
WGS0319	44	83	24.3	14.6	2	6.33	28.66	8	0	0	1	3	2	2	12.29	9.84	NA
WGS0320	40	85.7	29.7	16.5	3	6.87	27.97	7	0	0	1	2	2	2	13.95	11.11	NA
WGS0321	41	86	24	15.6	3	5.67	27.63	8	0	0	1	2	2	3	12.19	8.48	NA
WGS0322	42	84	27.3	13	1	5.83	23.52	7	0	0	1	3	2	2	12.16	9.4	NA
WGS0323	43	85.3	21.7	16.7	2	6.47	25.26	9	0	0	1	2	2	2	12.84	9.78	NA
WGS0324	49	100.3	24.7	16.7	3	7.66	24.76	10	0	0	1	2	2	2	12.09	7.88	NA
WGS0325	48	77	22.7	15.3	3	6.38	25	7	0	0	1	2	2	2	10.08	7.4	NA
WGS0326	51	98.3	21	16	3	6.75	31.44	10	0	0	1	2	2	2	12.06	9.23	NA
WGS0327	49	90	27	15	3	6.25	23.04	10	0	0	1	2	2	2	9.73	6.82	NA
WGS0328	28	59.5	29.5	9.2	3	3.15	12.57	6	0	0	1	2	2	2	4.66	3.56	6
WGS0329	44	65	21.7	18.3	3	5.33	26.03	8	0	0	1	3	3	2	15.48	12.03	NA
WGS0330	44	59	19	13	2	5.63	20.95	8	2	0	2	2	2	2	9.84	7.37	NA
WGS0331	28	53	24.7	9.7	3	4.18	13.78	5	0	0	1	2	2	2	5.74	4.27	NA
WGS0332	32	86.7	38.7	12.3	2	5.46	18.78	7	0	0	1	2	2	2	6.28	4.22	NA
WGS0333	31	74.3	31.3	15	4	4.56	16.3	6	0	0	1	4	2	2	10.44	7.89	NA
WGS0334	37	82.3	33	19.3	4	3.97	18.26	6	0	0	1	2	2	2	14.68	11.12	NA
WGS0335	33	80	36.7	11.7	3	5.89	25.03	6	0	0	1	2	2	2	10.19	7.54	NA
WGS0336	27	63.3	36	10.3	1	3.65	16	5	0	0	1	5	3	2	5.68	4.7	NA
WGS0337	30	73.7	33	12.3	3	3.68	14.73	5	0	0	1	2	2	3	6.67	5.22	NA
WGS0338	32	98	42.7	11.3	3	5.28	18.94	6	0	0	1	4	3	3	8	6.16	NA
WGS0339	30	61.5	25.5	10.5	2	3.96	16.34	5	0	0	1	2	2	2	5.95	4.12	NA
WGS0340	28	73	38.7	11.3	3	3.79	16.82	5	0	0	1	5	3	2	7.08	5.09	NA
WGS0341	42	105.3	30.3	18.7	5	7.07	22.64	8	0	0	1	2	2	2	16.67	13.14	NA
WGS0342	41	96.7	31.3	16.7	6	5.41	17.8	7	0	0	1	2	2	2	12.4	9.26	NA
WGS0343	45	68	17.7	15.3	2	5.71	19.99	8	2	0	3	2	2	2	8.79	6.97	NA
WGS0344	43	97.7	26	17	3	6.8	21.11	8	2	0	3	4	3	3	13.67	10.33	NA
WGS0345	45	107.7	22	14.3	2	5.66	21.78	10	0	0	1	2	2	3	15.51	12.36	NA
WGS0346	43	87	29	18.7	2	7.05	25.81	9	0	0	1	2	2	3	11.83	8.05	NA
WGS0347	44	81.7	20.7	17.3	2	8.01	24.05	8	0	0	1	2	2	2	11.83	8.17	NA
WGS0348	48	77.7	22.3	15.3	2	7.7	21.37	9	0	0	1	2	2	2	7.81	5.3	NA
WGS0349	61	97	22.7	15	3	6.91	18.66	10	2	0	3	3	2	2	9.07	7.52	NA
WGS0350	47	91.7	25.7	18	1	7.15	27.22	10	2	0	2	2	2	2	13.15	10.52	NA
WGS0351	42	85	19.3	13.7	1	5.92	22.05	9	0	0	1	2	2	3	12.11	10.17	NA
WGS0352	43	75	22.7	16.3	2	5.52	25.32	7	2	0	3	2	2	2	12.14	9.18	NA
WGS0353	31	67	33.3	9.7	3	4.09	15.71	5	0	0	1	3	2	2	5.28	3.75	NA
WGS0354	32	74	35	10	2	5.42	19.13	5	0	0	1	2	2	2	7.42	5.5	NA
WGS0355	42	86	22.7	13.3	2	6.03	19.65	8	1	0	2	5	3	3	12.19	9.97	NA
WGS0356	44	90	27.3	18	2	9.12	28.97	8	0	0	1	2	2	2	12.93	9.02	NA
WGS0357	49	96.3	25.3	16.7	3	8.38	25.85	9	0	0	1	2	2	2	15.77	12.9	NA
WGS0358	48	85.7	22	15.3	1	6.17	22.7	8	1	0	2	3	2	2	6.74	4.68	NA
WGS0359	54	97.7	22	18.7	2	6.27	20.8	9	0	0	1	2	2	2	13.18	8.92	NA
WGS0360	41	87.3	27.3	12.7	2	5.23	22.98	7	0	0	1	2	2	3	8.79	6.79	NA
WGS0361	54	106.7	22.7	18.8	2	6.04	23.32	10	0	0	1	2	2	2	13.3	9.26	NA
WGS0362	46	103.3	27.7	17.7	3	6.77	28.5	10	0	0	1	3	2	2	16.2	13.33	NA
WGS0363	43	91.7	24.7	17.3	3	5.26	23.24	9	0	0	1	3	2	2	13.92	9.86	NA
WGS0364	37	96.7	38	14	4	4.28	18.04	7	1	0	2	2	2	2	8.83	6.76	NA
WGS0365	41	103	28.7	17.7	5	6.34	20.58	8	0	0	1	2	2	2	14.06	11.61	NA
WGS0366	40	100.7	30.7	16.3	5	5.64	20.17	8	0	0	1	4	2	2	14.51	10.08	NA
WGS0367	36	89	34.7	19.7	5	4.86	22.87	7	0	0	1	5	3	3	11.21	8.67	NA
WGS0368	39	86.7	28.3	13.7	5	5.4	19.47	9	0	0	1	4	3	2	13.33	10.07	NA
WGS0369	NA	88	27.7	16.3	5	5.55	19.36	9	0	0	1	4	2	2	10.24	8.27	NA
WGS0370	39	85.2	25.5	13.7	5	5.12	18.01	8	0	0	1	3	2	2	12.41	8.06	NA
WGS0371	42	85	24	14.3	5	4.99	17.27	9	0	0	1	3	2	2	10.12	7.06	NA
WGS0372	42	92.7	24.7	15.3	5	5.88	19.16	10	0	0	1	4	2	2	14.13	11.25	NA
WGS0373	43	102	24.7	16.7	4	6.68	20.32	10	0	0	1	2	2	2	12.39	8.96	NA
WGS0374	43	96.3	26.7	12.2	4	6.74	18.07	9	0	0	1	2	2	3	8.64	5.83	NA
WGS0375	45	101.3	26.3	18	6	7.52	24.69	9	1	0	2	2	2	2	19.22	13.92	NA
WGS0376	44	101	33.7	13.9	5	5.14	21.91	9	0	0	1	3	3	2	13.22	10.29	NA
WGS0377	40	88.3	25.7	12.2	5	4.62	16.71	8	0	0	1	2	2	2	8.01	6.14	NA
WGS0378	33	81.3	30.7	14.8	5	5.12	16.87	7	1	0	2	2	2	2	9.12	7.35	NA
WGS0379	44	95.3	27.7	16.5	5	5.33	17.01	9	0	0	1	2	2	2	9.26	6.7	NA
WGS0380	45	85.7	24	18.1	6	8.76	28.58	9	0	0	1	4	3	2	15.7	12.5	NA
WGS0381	49	65.3	25	13.3	2	6.68	22.36	7	0	0	1	2	2	2	10.19	7.11	NA
WGS0382	43	84.7	25.7	16.7	5	6.03	30.3	8	0	0	1	2	2	3	12.78	9.78	NA
WGS0383	41	89	28	18.2	5	5.68	19.34	8	0	0	1	2	2	2	15.21	11.6	NA
WGS0384	42	107.3	30.3	17.6	5	7.12	21.79	9	0	0	1	2	2	2	16.59	11.84	NA
WGS0385	43	106	42.7	15.3	5	7.24	21.5	9	0	0	1	2	2	2	14.64	12.08	NA
WGS0386	48	76.7	26.7	14.7	3	7.38	28.81	8	0	0	1	2	2	2	10.64	6.99	NA
WGS0387	43	94	25	15.5	3	8.1	24.8	9	0	0	1	2	2	2	20.75	17.23	NA
WGS0388	38	92	34.2	17.5	5	4.37	20.88	6	0	0	1	2	2	2	11.11	8.47	NA
WGS0389	43	89	25.3	17	5	6.86	19.31	8	0	0	1	4	3	2	16.78	13.84	NA
WGS0390	27	58.3	29	8.2	2	3.96	14.49	4	0	1	2	3	2	2	3.41	2.53	NA
WGS0391	33	72.7	30.3	15.7	3	5.34	23.59	6	0	0	1	2	2	2	8.31	5.89	NA
WGS0392	32	79	29	15.7	4	5.43	16.54	6	0	2	2	3	2	2	9.27	5.85	NA
WGS0393	32	78	33.3	11.8	4	4.52	16.93	6	0	0	1	4	3	2	8.69	6.36	NA
WGS0394	28	65.7	30.3	13.7	4	3.77	12.13	5	3	0	4	4	2	2	5.02	3.96	NA
WGS0395	40	96	24.7	18.2	5	6.26	18.84	9	0	0	1	3	3	2	14.34	11.71	NA
WGS0396	36	93.7	35.7	19.4	5	5.21	22.79	6	0	0	1	2	2	2	13.77	9.71	NA
WGS0397	28	57.3	25.7	12.5	4	3.73	15.12	4	0	0	1	2	2	2	5.18	4.17	NA
WGS0398	27	61	31.3	12.8	4	4.58	15.04	5	1	0	2	3	3	2	5.31	4.04	NA
WGS0399	32	73.7	32	10.8	4	4.36	15.05	5	0	0	1	4	3	2	7.49	5.89	NA
WGS0400	37	86	30.3	15.2	3	5.11	20.32	7	0	0	1	2	2	2	9.92	7.15	NA
WGS0401	36	89.3	34.7	17.5	3	6.14	23.07	7	2	0	3	4	3	2	8.57	7.56	NA
WGS0402	32	75.3	33.7	10.2	1	5.2	16.84	5	0	0	1	3	2	2	5.47	3.82	NA
WGS0403	33	92.7	41	15.6	3	4.47	17.03	7	0	0	1	4	2	3	6.87	4.75	NA
WGS0404	42	96	28.7	17.8	5	5.75	22.41	8	0	0	1	2	2	2	15.93	11.56	NA
WGS0405	43	95.7	18.3	17.7	3	5.65	22.99	10	0	0	1	4	3	3	13.88	9.67	NA
WGS0406	39	93.3	28.3	18.2	3	6.19	19.04	7	1	0	2	4	3	3	12.93	10.03	NA
WGS0407	36	92.7	29.7	15.5	5	5.72	16.18	7	0	0	1	4	2	2	9.72	7.75	NA
WGS0408	45	96	23.3	15.2	5	6.69	24.32	9	0	0	1	4	2	2	14.88	11.86	NA
WGS0409	38	89.7	28.3	19.2	4	6.03	20.42	8	1	0	2	4	3	3	12.43	10.08	NA
WGS0410	33	85.7	32	15.5	3	5.45	17.48	6	0	0	1	4	3	3	8.46	6.41	NA
WGS0411	33	74.7	29.3	14.8	4	4.08	14.53	6	0	0	1	4	3	3	9.09	6.64	NA
WGS0412	27	67.8	36.2	11	4	3.86	17.73	5	0	0	1	4	3	3	5.6	3.92	NA
WGS0413	31	67.8	27.8	12.7	1	4.31	17.92	7	0	0	1	4	2	2	6.55	4.59	NA
WGS0414	30	58.3	26.3	9.5	1	3.68	16.92	6	0	1	1	2	2	2	4.86	3.61	NA
WGS0415	32	72.7	33.7	13.6	1	4.43	17.21	6	0	0	1	2	2	2	9.08	6.94	NA
WGS0416	31	69.7	26.3	11.8	3	4.18	16.04	7	0	0	1	4	2	2	9.43	7.77	NA
WGS0417	32	71.2	29.5	12.3	2	3.68	16.11	6	0	0	1	5	3	3	7.72	5.36	NA
WGS0418	40	79	23	10.5	1	6.21	21.38	8	1	0	2	2	2	2	9.05	6.79	NA
WGS0419	42	95	27.3	13.5	2	5.76	20.55	8	0	0	1	2	2	2	16.82	13.63	NA
WGS0420	38	82.7	26.3	10.3	2	4.56	22.22	8	0	0	1	2	2	2	9.23	6.86	NA
WGS0421	37	84	27.3	13	3	6.02	21.14	8	0	0	1	2	2	2	13.07	10.66	NA
WGS0422	41	84.3	28	14.7	1	4.85	23.64	8	0	0	1	2	2	2	11.71	9.59	NA
WGS0423	36	81.3	33.3	10.8	2	4.15	19.37	6	0	0	1	2	2	2	9.99	7.54	NA
WGS0424	42	88.3	25	12.5	2	5.24	18.62	8	0	0	1	2	2	2	11.83	8.37	NA
WGS0425	35	86.7	31.7	14.7	1	5.86	15.33	6	0	0	1	2	2	2	6.41	5.49	NA
WGS0426	43	104	26.7	16.7	2	6.74	28.36	10	1	0	2	3	2	2	13.01	9.86	NA
WGS0427	45	109	26.7	15	2	6.52	30.05	11	0	0	1	2	2	2	13.02	9.22	NA
WGS0428	41	106	26.3	14.5	1	5.5	24.61	9	0	0	1	3	2	2	14.35	11.26	NA
WGS0429	37	80.7	35.3	13	2	5.07	18.09	6	0	0	1	2	2	2	9.41	6.9	NA
WGS0430	43	98	27.3	14.4	2	6.41	22.47	9	0	0	1	2	2	2	12.51	8.98	NA
WGS0431	43	95.7	19.7	14.3	2	5.51	25.12	10	0	0	1	3	2	2	15.66	11.54	NA
WGS0432	36	85.7	31	12.2	1	5.12	27.46	6	0	0	1	2	2	2	10.69	8.09	NA
WGS0433	28	67.7	33.3	10	1	4.23	18.82	5	0	2	3	2	2	2	6.15	4.51	NA
WGS0434	33	78.3	31.2	15.9	1	5.45	17.68	6	0	0	1	2	2	2	9.75	7.24	NA
WGS0435	43	97.3	24	16.9	2	6.45	22.6	8	0	0	1	2	2	2	17.29	14.35	NA
WGS0436	51	109.3	27	16.7	1	7.32	26.08	10	0	0	1	2	2	2	15.68	11.54	NA
WGS0437	44	108	24.7	14.5	1	6.5	23.91	9	1	0	2	2	2	2	14.98	11.2	NA
WGS0438	43	97.3	28	16.8	3	5.83	19.81	8	0	0	1	2	2	2	13.34	9.59	NA
WGS0439	39	86	28.3	16	2	5.24	24.8	8	0	0	1	2	2	2	8.36	6.21	NA
WGS0440	40	95.7	37	14	1	5.69	23.46	8	0	0	1	2	2	2	12.88	10.02	NA
WGS0441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WGS0442	45	110.7	27.7	12.8	2	7.33	31.32	10	0	0	1	4	2	2	19.67	12.73	3
WGS0443	43	103.7	30	15.7	3	4.93	20.64	9	1	0	2	2	2	2	11.41	8.24	NA
WGS0444	50	93	19	14.8	1	5.04	22.61	11	0	0	1	2	2	2	6.51	4.1	NA
WGS0445	43	91.7	28.5	13.5	1	5.72	29.33	9	0	0	1	3	2	2	8.96	6.52	NA
WGS0446	28	87.3	21	14.7	2	5.18	21	9	0	0	1	3	2	2	13.87	10.55	NA
WGS0447	30	74.3	31.7	15.3	4	3.7	14.33	6	0	0	1	2	2	2	7.33	5.35	NA
WGS0448	30	64.7	23.7	8.2	1	4.83	18.24	6	0	0	1	2	2	2	4.98	3.22	NA
WGS0449	42	97.7	25.7	14.7	1	6.84	28.89	10	0	0	1	3	2	2	15.76	11.49	NA
WGS0450	36	84	35	14	1	5.38	19.24	6	0	0	1	2	2	2	10.7	8.14	NA
WGS0451	41	92	29	15.8	1	8.18	23.39	8	1	0	2	3	2	2	12.82	10.04	NA
WGS0452	37	92	34.7	15.7	1	5.74	24.25	8	1	0	2	2	2	2	10.27	8.26	NA
WGS0453	30	73.7	31.7	10	1	5.26	19.35	5	0	0	1	2	2	3	6.69	4.8	NA
WGS0454	33	73.3	31.7	11.3	1	4.84	18.9	6	1	0	2	2	2	3	6.49	4.13	NA
WGS0455	31	67.7	31.3	10.3	1	3.8	14.69	6	0	0	1	2	2	2	7.23	5.16	NA
WGS0456	46	63.3	18.7	13.5	1	6.53	26.08	9	1	0	2	2	2	2	9.55	7.02	NA
WGS0457	46	74.7	19.3	13.8	2	6.54	25.47	9	0	0	1	3	2	2	15.12	10.28	NA
WGS0458	41	87.7	23.3	14.3	1	5.9	24.06	9	0	0	1	2	2	2	12.34	9.25	NA
WGS0459	38	92.7	27.3	12	1	4.9	23.92	8	0	0	1	3	2	2	10.89	6.94	NA
WGS0460	31	60.7	33.3	10.7	1	4.68	17.04	5	2	0	3	2	2	2	6.63	4.96	NA
WGS0461	40	96	40.7	23	2	6.36	22.83	8	0	0	1	2	2	2	16.42	9.07	NA
WGS0462	36	60	25	12	3	4.69	19.55	6	0	0	1	2	2	2	7.97	5.43	NA
WGS0463	50	92.3	27.7	18.3	1	6.33	28.48	11	0	0	1	2	2	2	11.4	6.81	NA
WGS0464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WGS0465	32	70.7	28.7	13.5	2	5.57	17.39	7	0	0	1	2	2	2	7.46	5.32	NA
WGS0466	33	75.7	33.3	14.5	2	4.26	19.29	6	0	0	1	4	3	3	11.12	8.67	NA
WGS0467	35	74.3	29	11.3	1	5.78	18.35	7	0	0	1	2	2	2	5.46	3.75	NA
WGS0468	35	68.3	25.7	11	1	5.16	16.97	7	0	0	1	5	3	2	4.02	2.25	NA
WGS0469	35	81	31	16.2	5	6.07	22.56	7	0	0	1	2	2	2	11.62	9.09	NA
WGS0470	33	71	29	10.8	1	4.57	20.47	7	0	0	1	2	2	2	6.89	4.69	NA
WGS0471	43	54.7	16.3	15.7	1	5.17	23.11	9	2	0	2	2	2	2	9.47	7.34	NA
WGS0472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WGS0473	45	101.3	25.7	15.7	1	6.17	27.94	10	0	0	1	3	2	2	12.68	9.38	NA
WGS0474	43	84.3	23.7	16.2	2	5.7	24.05	8	0	0	1	2	2	2	8.49	5.7	3
WGS0475	45	86	26.3	19.5	2	7.2	24.03	10	0	0	1	2	2	3	17.3	12.7	NA
WGS0476	28	58.5	24.5	9.3	1	3.35	15.03	5	0	0	1	3	3	3	5.27	4.21	NA
WGS0477	33	73.3	28.7	14.5	2	5.37	20.77	7	0	0	1	2	2	3	8.5	6.77	NA
WGS0478	28	62	32	9.8	1	3.71	15	5	0	0	1	2	2	3	5.88	4.42	NA
WGS0479	40	67.3	22.3	17	1	6.07	21.06	7	0	0	1	2	2	3	11.85	8.97	NA
WGS0480	55	82.3	20	16.5	1	5.67	18.14	11	0	0	1	2	2	2	13.31	10.75	NA
WGS0481	35	81	30.3	11.4	1	4.74	15.52	6	0	2	3	3	2	2	4.43	2.52	NA
WGS0482	42	87.7	24.3	17.5	1	5.83	23.69	8	0	0	1	2	2	3	13.93	10.75	NA
WGS0483	35	73.3	29	13.7	1	5.87	22.07	6	0	0	1	4	2	2	7.89	6.11	NA
WGS0484	39	85.3	30.3	13.7	1	5.71	21.22	8	0	0	1	2	2	2	11.58	9.33	NA
WGS0485	39	84.3	27.3	14.7	1	6.05	24.72	7	0	0	1	2	2	2	13.89	11.49	NA
WGS0486	44	82.3	22	13.4	1	5.99	21.13	9	0	0	1	2	2	2	10.5	8.02	NA
WGS0487	45	79.3	23	15.2	1	5.69	18.99	9	0	0	1	4	2	2	12.66	9.79	NA
WGS0488	43	70.3	20.7	13.7	2	4.85	19.68	9	0	0	1	2	2	2	15.06	9.9	NA
WGS0489	31	64.7	32	9.7	1	5.15	13.88	6	0	1	2	4	3	3	3.75	3.05	NA
WGS0490	43	83.7	25.3	12.7	2	4.48	18.78	8	0	0	1	3	2	2	9.43	7.3	NA
WGS0491	43	73.7	24.3	18.7	3	5.77	23.62	8	0	0	1	3	2	2	14.26	11.06	NA
WGS0492	41	70.7	25.7	14.2	2	4.94	20.37	7	0	0	1	3	2	2	8.68	6.33	NA
WGS0493	47	82	26.7	17.3	2	5.49	24.79	8	0	0	1	2	2	2	13.64	10.74	NA
WGS0494	49	95	29.7	15.3	1	6.42	24.07	10	0	0	1	4	3	3	11.86	8.74	NA
WGS0495	43	89	28.7	13	2	5.65	16.51	9	0	0	1	4	3	3	6.29	4.08	NA
WGS0496	42	80	25.3	12.3	2	5.06	19.53	8	0	0	1	3	2	2	11.08	8.82	NA
WGS0497	42	78.3	21.7	16	2	5.75	16.26	9	0	0	1	2	2	3	7.33	5.06	NA
WGS0498	38	81.7	24	16.7	1	6.43	17.9	8	0	0	1	2	2	2	8.33	6.49	NA
WGS0499	43	82.3	25	17.3	4	7.67	22.06	8	0	0	1	4	3	2	11.01	8.48	NA
WGS0500	43	76.3	16.7	14.5	2	5.8	27.38	10	0	0	1	2	2	2	11.6	8.17	NA
WGS0501	36	86	31.3	15.3	3	5.39	24.64	8	0	0	1	3	2	2	11.72	9.4	NA
WGS0502	49	117.7	31	17	1	7.4	19.4	10	0	0	1	4	3	3	7.52	5.75	NA
WGS0503	47	91.7	26.3	17.5	6	5.47	20.3	7	0	0	1	2	2	3	5.54	3.2	NA
WGS0504	38	67.7	27.5	12	3	4.9	14.7	5	1	0	2	4	2	3	1.7	0.92	NA
WGS0505	47	57	23.5	6.5	4	5.63	19	8	0	0	1	2	2	2	7.81	5.72	NA
WGS0506	31	55.7	24.3	5.7	3	3.95	12.5	4	2	0	3	4	3	2	1.67	1.29	NA
WGS0507	49	107.3	20	13.2	1	6.89	28.42	10	2	0	3	4	3	2	7.89	5.45	NA
WGS0508	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA
WGS0509	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA
WGS0510	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA
WGS0511	87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA
WGS0512	48	115	28.7	16.7	1	6.97	17.9	10	0	0	1	2	2	2	7.9	5.97	NA
WGS0513	50	105.7	25.3	14.5	5	6	19	8	3	0	4	2	2	3	5.73	3.89	NA
WGS0514	68	126.3	19	20.8	1	8.93	22.06	11	1	0	2	4	3	3	5.81	3.11	NA
WGS0515	76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA
WGS0516	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	4.92	2.81	NA
